hi-lo,volume,changePercent
6.933911159263278,106648110,-4.28
3.755645352983119,76505152,1.97
2.7847197429489507,60248564,-1.36
2.850134330101621,56635824,-0.76121
2.9563585171281037,57747338,-0.14009
2.8636021100226063,72412510,-1.95
3.8409584777118653,62981636,3.77
3.2312925170068163,65654128,2.05
4.532542137491324,88611350,3.9
7.095578501456183,109562436,3.94
3.2854776366648197,120932938,0.88264
5.812417437252319,150136082,1.32
10.472124560522355,148109900,-8.31
10.2560859943092,134530604,7.0
5.0227716330513985,115466760,0.89541
4.956054687500003,89572606,-4.3
3.6769613494326814,101537690,1.03
5.124503789245766,106400964,-3.4
2.6946464766901217,102621738,1.12
3.963396157808613,135289192,3.5
6.475633269064563,152413966,1.99
10.672065835020575,240286878,-6.2
5.676212441540145,198216468,3.0
10.512112848819388,152057602,-8.15
7.243943391700657,151292998,-3.64
4.041481481481477,79465946,2.79
6.060606060606053,88841138,-3.56
4.9384199459297085,99120802,2.98
5.6003343483193,113012704,-0.46029
7.0577607136807625,89522396,-4.63
2.0101637492941853,64607152,0.39674
3.561452513966483,86841676,1.47
2.2858489454459736,57967932,-0.11819
3.202782942481859,51590808,2.75
3.169206484123611,69729108,-0.91062
3.879204517554641,63820392,2.25
1.9200991018891265,57719030,-1.47
6.131929389903999,96976726,-2.24
4.292764135798798,88118820,-2.86
1.6658845612388569,56459826,-0.37537
2.8738317757009275,85252714,-1.1
3.9276362770768825,80439724,2.72
3.870967741935472,72605226,2.81
2.1690873343058206,60085618,1.77
2.424867793112338,65022734,0.57766
4.352685909658757,67257164,3.99
2.5507169761448396,65368752,1.72
2.9834771556625914,72533916,0.32529
3.732399110691903,83987788,-0.97087
4.174784302811021,59475726,1.78
3.7321315400323805,70124156,-1.53
2.849559994412636,46050156,2.47
2.4850824850824798,59354868,-0.76655
1.9483269800931744,53225350,1.29
4.7076023391812845,50438266,4.11
1.8122400475341849,51429062,0.8321
3.0741135291431987,60874914,2.4
2.6819923371647505,70460676,0.39752
3.209757663296421,87201742,-2.22
4.059156702328494,68107650,-0.95344
3.0554478480030896,78566086,-2.43
2.7733088178962726,75407566,0.12372
5.749653880609161,117495378,4.82
5.111509034673613,81306412,3.03
7.439246156389486,128617932,-4.84
5.754701816428224,104353980,1.26
4.3056541282233205,117312028,-2.5
3.9123630672926555,97530602,-1.53
6.000923218956761,148822906,-4.73
2.911208151382824,78355460,0.11576
2.822925577416581,54775196,2.22
3.1488209731424206,69369572,1.77
4.10496994575575,87669416,2.02
3.088803088803086,71700642,-1.27
7.1272508099148695,121913630,-1.42
4.154220215352546,77325186,-3.17
3.3498077979132312,52615422,1.29
4.009401354901155,55892624,1.84
3.4677308380349667,59629156,-2.01
4.129793510324491,77774688,-2.08
4.539026197050312,69217740,-3.6
2.327901563019621,55286758,-1.21
2.763869417184067,63423020,-0.85628
1.7951425554382254,45185344,0.3431
2.182302062541584,46647394,1.84
2.4855452914202227,47649418,-1.21
1.8091779465169897,47783966,-0.34474
1.7449664429530354,45897938,-0.4793
3.089792889428599,45635190,2.68
3.1108321127153573,46159920,2.4
2.1693196224820483,53502484,-1.18
1.2263099219621094,38063512,-0.05574913
1.3006083490664886,36343472,0.44874
4.075795495173392,48266126,3.52
2.752361823997611,62541148,2.15
4.703899486708036,81623812,3.12
3.9358159249167337,65042360,-2.42
3.2890290605992516,83197584,-0.32782
4.402796370667848,61320786,1.06
1.4491692893215387,36644700,0.70495
2.950379973178349,39810104,1.46
3.1270841052241565,46593950,-1.55
3.237198351971752,53081216,-1.93
1.535873619542159,34210894,0.17528
2.0358842914683275,43152980,-0.26316
1.954207379320387,38670252,1.22
2.188054405677099,48428484,0.42931
4.029276390251245,63417826,1.18
2.3800613726517312,54559908,-1.37
2.3365194962828193,56559386,1.83
1.9734401661844323,44319246,0.95895
3.428913678221167,71970132,0.17929
6.800664953906604,89391058,-3.05
1.8633996038441938,42988814,0.82341
3.578056565956494,51949226,2.14
1.8012517172950584,47478702,1.77
2.8169014084507,40881682,2.47
5.395021211878659,60772346,2.53
2.7361134003626115,101143206,0.57462
4.32981633450566,63701446,-3.18
3.9683769958146162,68596484,-2.07
2.6602176541717126,68021348,-1.45
3.2135819311808467,59725002,0.24544
1.7054620880387175,43563094,-0.01529052
3.257124960851872,46437762,2.28
4.494202319072375,76262134,2.68
3.189842056364203,57637740,-1.27
3.3641317223406704,54799778,0.75318
2.2103840343484147,46750994,1.67
2.0344544708777716,41917488,0.39318
1.1747430249632875,40273308,-0.32547
1.9691499835904098,37279942,1.22
2.6099243620646666,44393850,2.44
1.6298811544991525,43496568,-0.827
1.9433882551753252,46836230,0.11891
1.7595307917888494,46998450,0.15574
3.5783195930538483,51789358,2.88
3.978300180831819,53854272,1.61
2.6095563754161715,71447264,-0.91546
5.531033240248627,72161774,4.76
5.67219152854513,78888994,-1.45
2.59693417493238,45054070,-1.62
3.5132198478811985,45411570,2.41
1.364055299539161,34169362,0.73787
3.278688524590164,58603436,2.77
2.0560218805998365,38901820,-1.15
3.7943464238284954,46472238,-1.46
2.0598710174222745,31096546,1.41
3.7478040210813868,45587606,3.32
3.3323235383217322,60516066,-0.58291
2.3977987421383626,41589312,0.15692
3.930002932838006,51931756,-2.18
1.7441860465116255,40928552,-0.17513
1.681329423264906,41608420,-0.76187
1.4832162373145943,39017464,0.42986
2.744021952175615,53364422,-0.9344
4.108496210610296,46090842,2.76
3.89676629603182,64066634,-3.09
5.210171250648673,69613214,4.25
6.2770322723744,95944852,5.77
4.329371816638368,65841978,-2.98
3.6597110754414146,69271156,-0.16928
4.732727656877249,72131670,3.34
5.089621597698615,104301028,-0.5298
6.471631205673763,118079028,-3.03
6.701030927835046,114403448,5.43
6.954944058058654,92107480,-6.34
3.160011490950873,79353374,-0.17311
4.720597135364138,84831634,2.47
4.432077909172209,68214586,-2.82
7.234212629896092,105616918,-3.03
3.7777984553828996,67111068,-2.63
2.8637413394919116,59220184,0.33551
5.173201718307282,74062192,-1.91
2.21632017584028,59475000,-0.6947
2.6308627415404207,59656308,-1.54
2.654062897654973,49988320,1.74
4.258470653582664,53941852,3.16
5.337578424946159,87424124,-3.29
4.8954328050267275,55528578,3.89
4.604154969118461,79141886,-1.55
4.23581186394058,79584098,-1.27
1.892744479495263,58743952,-0.08934954
2.298434530811697,60399048,1.79
4.78080295339178,80613714,-3.75
2.628696604600215,57511022,1.97
2.1298652341909254,54815986,0.52681
3.928266438941077,64719100,3.13
1.3737836290784315,56809660,0.41937
2.836320661808164,49493512,1.15
2.5098039215686296,60303428,0.05919495
4.392094230385298,65269854,3.5
1.7011445972907744,72543652,1.33
4.505300353356889,80984338,2.77
3.2877981014123683,74174880,0.43698
4.359237703982663,95294582,0.40798
6.306515186645024,107530236,4.65
5.386081982840813,119937194,1.29
6.644744302075066,95241866,-6.3
4.4298245614035,93890378,-2.35
5.055745667292194,70550582,3.17
4.866635470285443,96643286,1.43
6.314829590789932,114754898,-4.71
7.724018225211532,98185306,4.33
4.690831556503205,84385122,-0.51425
4.628283957518168,63669754,2.86
4.143646408839789,83294962,1.54
4.567627494456768,79467864,1.98
5.960188700955019,101685610,-4.88
6.173861620342991,86714548,3.83
10.649124984485539,117865756,-8.02
11.835506519558672,168328290,1.77
11.937377690802355,216018514,-4.52
9.022897302199057,115771294,-7.7
5.88049320265572,75846576,-5.31
5.382585751978886,66853516,3.9
7.69145022851409,104659186,-1.28
12.593475669231609,118895932,-8.07
8.005069173091137,61520922,5.28
11.905539231690062,99637416,4.42
5.345436207766008,66367446,-3.82
3.6116100973811167,46688630,-2.62
4.473332058879748,55100994,2.08
3.698811096433291,53321564,1.36
3.4373010821133048,44331874,-1.59
3.561871366614376,38735862,2.36
2.5896599906846776,49429990,0.11095
5.398288347597112,61773958,-2.04
1.9529433646424201,32884442,0.78888
2.085486143729449,38497498,0.37397
2.59195730893844,43307644,0.09505703
3.4526480054618083,36404450,2.14
3.4943875061005354,47586020,-3.16
3.1570639305445822,46373274,1.92
6.639266519127423,52829748,3.81
7.753952783192545,92139238,-4.66
5.744550825015278,45010852,0.6048
8.543489449305195,94450354,-6.1
2.321532211259423,45484470,-0.28924
8.183889824630937,76585110,-0.42406
1.628599801390269,40939388,0.09958176
3.122203440389779,46341632,1.18
4.441715279909926,60868176,3.25
3.54408225771167,60483668,2.01
4.48911222780569,70845944,-2.23
3.4752389226759366,59117800,-2.01
3.0977312390924836,54375016,1.67
4.217536071032184,73015704,-0.57105
3.3500108766586885,70651152,-1.58
3.9970075879021003,76407652,1.58
5.155555555555541,61847544,4.47
5.839584535487596,105365284,0.54143
3.57997947782465,59356200,3.44
9.998861177542421,98736084,-5.56
2.305986696230597,53354092,0.84313
2.0536601523683333,52403464,-1.12
2.540033130866921,60571376,-1.05
2.645739910313901,58526536,0.40188
1.5624999999999996,38532888,0.99468
2.046212208299806,59717184,-1.51
3.78228782287823,81004416,-0.15971
5.8705646587292115,101798352,2.43
4.247503156928009,84378056,-1.82
1.7585931254996077,69637708,0.34161
3.0532571961309922,68795232,1.15
3.0335602531948007,78991384,0.75919
2.94685990338164,73342236,0.93114
3.528225806451627,84909784,1.05
5.632745024408562,86673288,3.44
8.243684274144817,122439364,-6.61
3.584060363121913,66962880,1.39
2.031656035908338,62013872,1.5
1.9978336743290366,63544028,1.21
2.3093577098869225,78730828,0.16941
3.844258255298182,73064656,1.65
4.182463005992419,85397808,1.51
5.300581771170018,92311056,0.20289
2.2631913541004463,46463756,0.7434
2.3387202732886627,64338820,0.87002
5.412756697946403,78007544,2.99
4.852349923748787,89530404,-1.04
2.8454172366621044,64996732,-1.88
3.9497307001795328,79670896,3.05
3.4742169333880346,77170624,-1.78
2.193041830242324,91351808,-1.13
3.5797240060117566,106874512,2.57
3.766215650718375,104897252,0.91794
5.023723137035995,143857100,-2.35
4.7713717693836974,126830740,3.94
6.587537091988127,168666636,-1.93
11.28451380552222,165865528,-8.68
5.717367853290177,135151288,1.01
3.3049040511727137,150132564,0.80171
6.754602116248727,169187716,3.3
6.367346938775519,134969316,2.83
7.196198234894776,151135928,-1.94
9.367131106261537,231165752,-4.95
7.3414905450500525,138187360,3.51
8.350663893777003,184720160,-7.17
3.470265460477516,111930012,1.34
9.332934489979063,158556612,-2.06
3.3245844269466334,95543884,-0.05738881
5.479452054794527,119581604,-0.85911
3.7617554858934175,121286296,-0.48893
4.857142857142866,137355064,-0.11514
9.206660137120467,138777484,-6.86
5.229110512129374,114048552,-3.3
4.435872709739632,124538272,3.02
6.272142763416876,148985496,-3.34
3.9680494717856196,141930796,-1.86
7.748691099476442,147058580,3.96
3.190113522057765,97635776,2.59
2.2505182114302578,98946848,-0.99678
3.582270795385549,112544488,2.27
7.6532964499769545,172824556,-4.47
4.482390608324436,105395348,4.05
7.22592650023259,199776684,-1.87
3.148447844637341,139337984,0.35149
5.520169851380044,169384168,1.8
2.5700572844093568,111388696,-0.865
3.474722178744716,136665604,0.34035
8.892645815722734,162239392,6.43
8.390380902229246,187518164,4.34
10.547736137018822,202753720,-8.91
7.152317880794701,157533340,2.57
8.70488322717621,187657388,5.97
10.82835183603757,231521312,-5.21
6.59999999999999,223422544,3.38
6.658521686010996,153586644,-5.59
3.363363363363356,150444708,0.060006
4.47084570892607,134516592,0.7874
9.306122448979584,192898928,-4.16
12.792127921279212,232968240,-8.85
7.298374731677386,145176152,2.36
10.100376411543294,213412224,-2.66
19.28519328956966,280740428,-2.59
15.832903558535326,221512460,-11.4
6.463744270772123,144684876,-0.54707
4.205214465937763,96920096,2.31
4.168734491315136,90199036,1.77
2.268382821460432,99072696,0.27976
5.316553229741878,151301016,-2.07
5.200574937932823,109831664,4.98
3.702680298424969,86278520,3.14
4.944444444444447,125691856,-1.53
3.0021443888491697,82140116,1.9
5.947625388371055,76387368,5.07
3.651476918509713,102923588,-1.95
3.8254632396891846,74656664,1.62
2.0454892382842367,63332324,1.45
2.9850746268656585,99868800,-0.90146
3.6318485177712194,117140716,-0.12492
5.804072470739144,110922128,4.85
6.621643880744516,155136604,-4.37
6.005812076202775,127155516,-1.57
6.386975579211017,148353968,-2.79
5.195209208274999,96032016,4.09
1.7142857142857115,81481600,0.22194
2.6451612903225814,105503932,1.72
2.459546925566348,108934008,1.31
5.714285714285714,180002384,0.0670466
5.964214711729618,151100092,4.0
3.1024531024531004,97140264,1.64
3.980281175826182,119351284,-2.95
4.617342301399743,133811852,3.13
6.846433352457446,178609320,1.68
10.29982363315696,168324284,-7.44
3.800475059382426,113894532,0.57549
6.064645118293902,147840512,-4.95
9.56626092919595,125810732,7.59
3.6389839668528245,115501712,-0.28531
4.886943836615608,149985808,1.16
6.062754830703766,183771804,-0.97493
9.506263817243914,229875408,5.2
13.817687998641986,187292216,-9.18
5.696422368878085,121394660,2.36
6.002824858757072,158798184,0.2773
4.046242774566465,119965672,2.21
5.323741007194247,123049572,-1.66
3.911533540486201,105991820,3.32
2.990797546012261,114076092,-0.95896
5.247346284798727,126068884,3.35
6.673662119622245,125694364,5.76
6.893464637421661,129804640,3.54
7.989635068019856,187970556,-6.83
6.358011521228923,150851652,2.64
8.985024958402663,196410680,-5.05
3.934035366580562,117449140,0.44283
4.228595352731847,110066608,3.58
5.581395348837211,144975000,-3.14
2.489270386266087,106392948,1.16
3.2786885245901622,129429088,-0.8921
6.358254768691089,191608892,-1.03
10.191988622896432,199092424,8.29
10.818438381937915,205938572,-3.94
12.833258020786262,191665996,-10.37
3.9457459926017155,151455536,1.42
4.6090889511091975,106589748,3.39
4.622222222222218,109272220,2.54
5.680527152919791,140697172,4.61
5.279140387759864,133204200,-1.58
2.6407227241139695,107516708,0.5571
4.6889952153110075,125357080,1.47
3.1347962382445074,105581160,2.15
6.186587478346945,179473644,3.4
5.736894164193869,152612548,1.12
8.654848800834202,173645484,2.41
6.0845906505070335,122601104,-5.01
3.1178124201379984,104832464,1.49
5.005005005005005,161346752,-3.35
2.8870084619213454,142707940,2.27
4.052321107976399,130715264,-1.14
3.858185610010438,148815480,1.47
6.791171477079792,178903348,6.05
8.069666182873732,201499588,5.35
10.878186968838518,245559616,-4.46
8.098028769312728,169681652,-6.97
6.192114315956611,134691872,4.3
3.308923243829669,131418420,1.69
3.070053028188673,144744944,0.05567929
3.8990825688073376,155940444,-0.51754
4.423748544819546,144357300,0.1772
6.000000000000005,100377804,5.18
7.393715341959319,173122712,-2.76
3.6405663103149526,190272532,-0.90909
6.273819994136619,173051864,3.4
8.621216753286445,193123620,-7.97
2.942059441609117,152370892,-1.25
6.635071090047397,159183544,4.03
6.094879044926164,212434096,-1.77
5.419354838709676,137946000,2.42
11.386470194239783,259744968,-8.36
4.668081236738404,193499168,-0.9816
6.11565243717831,231782248,-1.42
6.435488909715711,281460064,2.01
6.044848878778029,215843820,1.44
8.077544426494356,245024844,6.46
6.911604219716268,213480960,4.74
6.25454545454545,276648864,-2.22
7.00037636432066,259090064,3.42
9.843400447427294,329004784,-8.44
11.850649350649357,259308592,8.91
9.594783418723797,277241996,-3.28
8.368594264221914,233765460,7.28
11.862835959221497,267794956,-4.31
9.516063440422935,365951948,-1.98
9.322033898305081,208310636,7.46
9.81328701693444,278571772,-2.8
13.492741246797609,324619956,12.86
15.204678362573109,417437036,-3.71
8.679065331425848,414911836,5.63
16.277746158224243,410036928,-0.89087
21.99695894576787,391127600,-17.4
20.179820179820176,402404328,3.6
23.706896551724146,424499572,8.38
23.23282254078102,381010312,9.95
27.102803738317764,329145068,-8.0
23.906250000000004,278145364,8.81
25.74568288854004,309112968,-9.61
13.054499366286432,217420200,-6.26
15.039417828987267,228126232,4.06
12.538414259373074,203482492,-0.45514
9.49825596994902,196759532,5.67
9.261939218523887,193485816,-1.41
9.197559831065233,157913772,6.37
17.387173396674587,274063200,-10.28
14.414854629855865,181759316,10.39
13.686534216335547,247674068,12.57
13.333333333333348,212558180,-7.92
7.253427686864222,170269204,-0.13441
12.868517323004099,150396708,-10.17
6.168495135582687,134837044,-0.62318
6.245461147421928,103706244,-4.35
6.654991243432569,113828876,-2.22
2.040816326530605,52813604,1.1
2.490791089282585,65567744,1.63
1.6836197825324464,56984896,0.28011
3.2844781917711448,77641168,1.75
1.9780996114447145,60803892,1.17
3.393463118414,96885124,-1.56
4.6116952591772735,61624524,4.6
2.4939512376698234,77025920,0.03738318
2.95382314451299,56566540,1.8
4.442771084337348,87305976,-2.51
4.072134962187307,70124592,2.59
3.884297520661162,87092536,2.99
7.271971743195512,110192016,-6.06
4.098530324984469,100124660,3.01
2.828448452551743,69285552,-1.26
3.8397328881469184,85931020,2.54
4.50801907238838,99313088,0.52038
5.659625348744527,119687244,-3.96
2.632628639808537,71794288,1.16
2.054523903595415,68074268,-0.71118
1.5640665730900365,69441056,0.80775
1.8548387096774228,72201260,0.20056
2.010256410256418,60550288,1.36
2.3754948947697447,66501428,-0.04175365
1.995841995841998,73359484,-0.91097
2.6778242677824293,58643300,2.24
2.5026511134676555,68877908,-1.93
2.3027718550106573,73190884,0.08488964
4.113785557986876,80125328,2.27
1.822627250500112,57530112,-0.22183
4.680754374005913,64387108,4.36
3.1144211238998025,72660136,1.24
2.903730176457459,65716964,2.39
2.1906315544162314,42212960,1.45
3.56729210099606,56569376,-1.87
2.1788470267816633,49935024,-1.35
2.156457903188816,32387676,2.13
0.9806210600046736,19949364,-0.1396
0.7452258965999076,36277508,-0.32543
1.0815894662591132,49841180,-0.14078
1.82166826462128,41775388,1.74
1.110842791596235,35854924,-0.24201
0.9708737864077635,42341816,-0.33915
1.4641288433382171,49953612,0.88409
2.865041467705455,80533888,1.17
4.081632653061228,92019200,2.65
1.6623376623376638,45683696,0.93897
2.0920502092050133,56193108,-0.26164
2.3310023310023458,39121744,-0.8822
1.4007782101167294,46513680,0.8868
1.981258366800541,44854308,-0.53022
1.1238961734011286,44111376,-0.05356186
3.4816247582204976,78571092,1.71
4.9525816649104195,76344456,-3.19
1.2295081967213217,26898052,-0.61381
1.6376663254861836,41282260,1.29
1.1938749026732438,42031572,0.41602
2.2649460100078995,40420628,2.18
2.3835319609967565,41834176,-0.48283
1.4614343707713102,45329692,-0.43057
4.353668368718099,75613584,-1.01
1.847453153866463,56209244,-0.73222
2.3968042609853493,48495568,0.63898
1.2283044058745016,45323684,0.1065
1.9661387220098276,54000172,0.81967
1.5748031496062946,56370248,0.81922
2.055164954029199,64345856,0.59848
1.6474464579901191,38136188,1.1
2.528862012094562,40818712,1.82
2.787646898059587,62859476,-0.54645
1.8962632459564968,57664728,-0.38695
1.546107123136395,51614996,-0.32985
1.1579818031430786,49963340,-0.22039
1.8712787071165402,57526380,1.37
2.6079397276151797,61648132,-0.68807
3.0930843303180486,59492312,0.87413
2.3174971031286336,53514152,-1.84
1.8411967779056404,55797828,1.45
4.142900030021022,64588716,3.86
2.2526636225266428,62307680,0.66788
1.7510944340212595,49350880,1.13
4.036697247706423,63318604,-3.32
2.0884520884520876,47338304,0.98401
4.711717296962191,77286104,-2.5
2.6052711299606166,61108632,-1.02
1.7135862913096764,59319552,0.30656
3.683241252302024,70896520,2.87
1.6352201257861734,46414156,0.44276
2.871410736579281,111717284,0.31626
3.619611714379735,90079804,2.21
2.540106951871663,78471188,0.40268
4.18636056718433,118387972,-2.62
2.9306414848583477,81593640,-0.06570302
3.4300791556728205,85425328,2.88
7.095187917105724,120715996,3.37
5.010438413361173,136024072,-3.12
5.714285714285707,79857540,-3.47
2.6841243862520465,59425200,1.72
6.528189910979231,94329444,-4.03
3.2320620555914674,68612620,-0.70153
6.847081838930543,76855668,3.55
7.303010890454841,102883876,-5.28
2.0826759230041136,45900252,0.31606
4.972032318210061,62193708,-3.53
2.4286581663630975,66652284,-0.06105006
3.936269915651364,71370612,0.49322
1.980198019801982,45671880,1.37
1.4934660858743123,48561856,0.625
1.7688319609637033,53805076,-0.66951
2.703514568939617,69965468,-0.60241
3.0482115085536563,55700316,2.2
2.8763183125599188,68382808,0.82592
3.3114651671352666,56156448,-1.48
1.5513496742165576,57519204,-0.67859
3.119151590767322,63550836,2.15
2.374670184696566,50432044,1.32
3.5158891142664057,64611796,-0.94467
4.019769357495889,68127144,-2.33
2.772277227722772,71039264,0.79418
4.041811846689895,64030900,2.03
4.392587508579276,77564124,-2.63
2.7932960893854775,73445952,0.97425
11.498973305954824,151406764,-7.19
4.693611473272483,76615732,-1.54
2.000645369474027,50980772,-0.06447453
2.6788631166285537,62836428,-1.5
2.0779220779220795,60181300,0.39037
2.86493860845839,82448120,2.01
3.9857651245551633,105422976,-0.98384
5.997931747673211,152465336,-4.33
8.89621087314662,120227996,6.8
3.9536468984321744,106655768,-1.55
4.897418927862345,110683396,-1.5
5.888190539199474,109527836,5.0
7.648725212464589,153954460,4.96
4.369274136715991,106770272,1.41
7.667502687208888,151242588,-4.69
4.579168010319247,123460020,-2.34
8.946262383668557,149192236,-1.94
8.187838651414808,98170260,-4.98
2.3364485981308327,55751848,1.0
2.72384815995363,56637752,-0.74328
1.6614150673159709,55739200,1.1
2.5109489051094873,75037420,-1.9
3.2501450957632168,54622456,3.24
2.3584905660377276,58024900,0.2924
2.2096148103911677,47748176,1.57
4.706583258862074,70389548,-4.37
3.3062819356777924,68134004,1.94
2.0667257159728245,46253888,-1.53
2.40257837679461,55996004,-1.1
1.1627906976744142,36697140,0.17401
1.7073888725345845,44596240,1.36
2.3696682464454892,63924704,-0.76606
2.4985127900059374,77054612,1.14
3.5261367151252614,44297504,3.02
1.4925373134328264,52893532,-0.24691
